CODE,ED_NAME,COUNTY,Planning Region,Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Nationality_Ireland_2011,Perc_Pop_By_Nationality_Poland_2011,Perc_Pop_By_Religion_Catholic_2011,Perc_Speakers_Of_Foreign_Languages_Ability_To_Speak_English_Not_At_All_2011
1798,313 Dunbeacon,Cork County,Southern,141,71.57,73.1,1.52,59.3,0
1799,314 Dunmanus,Cork County,Southern,183,77.87,80.85,0,68.91,0
1800,315 Goleen,Cork County,Southern,193,81.09,84.45,0,78.13,0
1801,316 Kilcoe,Cork County,Southern,339,81.69,85.54,0,67.52,0
1802,317 Lowertown,Cork County,Southern,182,76.79,84.81,0.42,67.21,0
1803,318 Skull,Cork County,Southern,710,75.05,81.08,0.95,70.82,1.14
1804,319 Toormore,Cork County,Southern,108,67.08,73.91,0,53.01,0
1805,320 Ardagh,Cork County,Southern,574,89.13,93.17,0,87.06,0
1806,321 Clonpriest,Cork County,Southern,928,90.1,94.17,0.97,91.04,4.65
1807,322 Kilcronat,Cork County,Southern,158,90.8,94.83,0,91.38,0
1808,323 Killeagh,Cork County,Southern,1204,90.53,93.01,0.68,89.55,1.39
1809,324 Kilmacdonogh,Cork County,Southern,795,90.44,92.38,0.23,89.62,0
1810,325 Youghal Rural,Cork County,Southern,1004,84.44,89.4,4.63,90.18,6.31
1811,001 Killarney Urban,Kerry,Southern,5850,66.9,68.61,11.61,76.65,4.5
1812,002 Listowel Urban,Kerry,Southern,3461,82.72,87.14,3.15,88.75,4.38
1813,003 Tralee Urban,Kerry,Southern,3541,74.85,77.78,6.85,80.94,4.42
1814,004 Na Beathacha,Kerry,Southern,186,93.94,98.99,0,98.49,0
1815,005 Baile an Sceilg,Kerry,Southern,307,85.75,90.22,1.12,87.73,0
1816,006 An Baile Breac,Kerry,Southern,78,87.64,92.13,0,87.1,0
1817,007 Caher,Kerry,Southern,1613,82.21,86.65,2.04,87.72,3.24
1818,008 Cathair D—nall,Kerry,Southern,215,79.93,85.5,0.37,70.51,0
1819,009/020 Ceannœig/M‡istir Gaoithe,Kerry,Southern,207,90.39,91.7,0,90.56,0
1820,010 Castlequin,Kerry,Southern,497,86.59,90.59,0.7,90.77,2.78
1821,012 Curraghbeg,Kerry,Southern,148,87.57,91.72,0,96.49,0
1822,013 Doire Fh’on‡in,Kerry,Southern,148,86.55,91.23,0,81.48,0
1823,014/011 Cloon/Daoire Ianna,Kerry,Southern,241,85.77,90.39,0,90.43,0
1824,015 An tImleach,Kerry,Southern,774,85.71,88.37,1.33,87.69,2.22
1825,016 Glanbehy,Kerry,Southern,882,85.63,90.19,0.39,91.22,2.22
1826,017 Killinane,Kerry,Southern,215,86.35,89.96,0,88.24,0
1827,018 Lickeen,Kerry,Southern,97,92.38,91.43,0,82.08,#DIV/0!
1828,019 Loch Lu’och,Kerry,Southern,213,83.2,88.67,1.17,84.39,0
1829,021 Maum,Kerry,Southern,218,81.34,91.42,0,92.22,0
1830,022 Portmagee,Kerry,Southern,324,83.72,88.37,0.52,91.54,0
1831,023 Toghroinn Fh’on‡in,Kerry,Southern,142,91.61,93.55,0,92.55,0
1832,024 Teeranearagh,Kerry,Southern,237,88.76,92.51,0,88.97,11.11
1833,025 Valencia,Kerry,Southern,549,85.65,89.86,0.16,86.62,0
1834,026 Ballinvoher,Kerry,Southern,446,84.31,89.22,0.38,84.53,0
1835,027 An Baile Dubh,Kerry,Southern,104,83.2,89.6,0,86.26,0
1836,028 Ballynacourty,Kerry,Southern,232,85.29,93.01,0,89.78,0
1837,029 C_ Bhr_anainn,Kerry,Southern,121,79.61,90.13,1.97,88.82,0
1838,030 Castlegregory,Kerry,Southern,774,85.24,91.41,0.22,86.67,0
1839,031 An Cloch‡n,Kerry,Southern,220,84.62,88.85,0,83.5,0
1840,032 Deelis,Kerry,Southern,287,89.13,95.03,0,85.25,0
1841,033 An Daingean,Kerry,Southern,997,75.47,78.65,2.65,74.06,4.39
1842,034 Dœn Chaoin,Kerry,Southern,141,88.13,89.38,0,80.11,0
1843,035 Dœn Urlann,Kerry,Southern,371,88.12,89.55,0.48,84.02,0
1844,036 Na Gleannta,Kerry,Southern,1420,81.61,87.41,0.69,81.18,3.29
1845,037 Inch,Kerry,Southern,111,77.08,84.72,0,80.13,0
1846,038 Cill Maoilch_adair,Kerry,Southern,431,92.29,93.58,0,88.1,0
1847,039 Cill Chu‡in,Kerry,Southern,392,89.5,94.52,0,90.29,0
1848,040 Cinn Aird,Kerry,Southern,299,84.94,91.76,0.28,84.87,0
1849,041 Lack,Kerry,Southern,256,84.21,88.82,0.99,89.74,0
1850,042 M‡rthain,Kerry,Southern,201,82.04,86.94,0,76.42,0
1851,043 An Mhin Aird,Kerry,Southern,337,89.39,91.25,0.27,90.46,0
1852,044 An Sr‡idbhaile,Kerry,Southern,185,84.09,84.55,0.91,81.22,0
1853,045 Ceann Tr‡,Kerry,Southern,337,82,86.37,0,78.01,0
1854,046 Ardea,Kerry,Southern,119,63.64,70.59,0,67.32,0
1855,047 Banawn,Kerry,Southern,176,80.37,85.84,0,78.83,12
1856,048 Cappagh,Kerry,Southern,285,79.61,83.8,1.4,78.47,0
1857,049 Castlecove,Kerry,Southern,240,78.43,82.03,1.31,78.37,0
1858,050 Dawros,Kerry,Southern,401,74.95,82.43,0.19,78.04,0
1859,051 Dromore,Kerry,Southern,156,59.77,68.2,0,64.68,2.7
1860,052 Glanlee,Kerry,Southern,164,86.32,91.05,0,85.13,0
1861,053 Glanlough,Kerry,Southern,117,71.78,79.14,0.61,76.22,0
1862,054 Glanmore,Kerry,Southern,210,84,89.2,0,83.27,0
1863,055 Greenane,Kerry,Southern,168,74.67,74.22,0,67.48,0
1864,056 Kenmare,Kerry,Southern,1939,71,74.4,7.14,75.58,2.68
1865,057 Kilgarvan,Kerry,Southern,570,86.23,90.32,1.06,91.28,0
1866,058 Loughbrin,Kerry,Southern,147,90.18,91.41,0,92.02,0
1867,059 Reen,Kerry,Southern,116,87.22,90.98,0,85.19,0
1868,060 Sneem,Kerry,Southern,407,77.08,83.14,1.52,78.28,2.08
1869,061 Tahilla,Kerry,Southern,140,72.92,73.44,0,66.19,0
1870,062 Aghadoe,Kerry,Southern,736,88.04,91.75,0.96,89.91,1.89
1871,063 Aglish,Kerry,Southern,369,89.13,93.72,0.97,88.97,0
1872,064 Ballyhar,Kerry,Southern,163,90.56,94.44,1.11,90,0
1873,065 Brewsterfield,Kerry,Southern,708,89.85,93.78,1.78,95.83,5.26
1874,066 Caragh,Kerry,Southern,730,83.52,89.82,0.46,87.4,0
1875,067 Churchtown,Kerry,Southern,437,84.69,89.92,0,88.8,0
1876,068 Clydagh,Kerry,Southern,112,87.5,92.19,0,87.5,0
1877,069 Coolies,Kerry,Southern,665,83.75,91.18,1.89,89.03,10.42
1878,070 Coom,Kerry,Southern,1786,90.43,92.91,2.43,94.91,3.96
1879,071 Curraghmore,Kerry,Southern,273,85.31,92.5,0,91.13,0
1880,072 Currans,Kerry,Southern,256,91.1,93.24,0,91.52,0
1881,073 Doocarrig,Kerry,Southern,562,94.14,96.82,0.34,97.49,12.5
1882,074 Dromin,Kerry,Southern,660,88.71,94.76,0,89.92,0
1883,075 Dunloe,Kerry,Southern,623,84.08,90.15,1.62,88.54,4.08
1884,076 Flesk,Kerry,Southern,357,89.25,93.5,0,91.79,5.88
1885,077 Headfort,Kerry,Southern,631,91.05,91.92,0.43,91.83,0
1886,078 Kilbonane,Kerry,Southern,494,88.37,92.31,0.54,88.07,0
1887,079 Kilcummin,Kerry,Southern,1813,90.06,92.85,0.79,92.79,0
1888,080 Kilfelim,Kerry,Southern,226,92.62,94.67,0,93.44,0
1889,081 Kilgobnet,Kerry,Southern,747,85.96,92.41,0,91.79,3.57
1890,082 Killarney Rural,Kerry,Southern,5150,82.78,86.96,4.53,88.12,4.65
1891,083 Killeentierna,Kerry,Southern,804,89.23,94.23,0,94.63,0
1892,084 Killorglin,Kerry,Southern,3267,78.97,85.45,2.51,87.91,5.04
1893,085 Kilnanare,Kerry,Southern,904,90.31,93.21,0.5,90.9,0
1894,086 Knocknahoe,Kerry,Southern,262,86.75,87.09,2.65,87.09,0
1895,087 Lahard,Kerry,Southern,620,89.08,93.39,0.86,88.72,0
1896,088 Milltown,Kerry,Southern,1593,82.71,86.97,2.7,87.88,4.72
1897,089 Molahiffe,Kerry,Southern,1291,87.41,91.47,0.81,91.14,0
1898,090 Muckross,Kerry,Southern,586,82.3,84.55,7.02,84.15,3.06
1899,091 Rathmore,Kerry,Southern,1530,83.61,85.25,9.34,92.38,6.05
1900,092 Rockfield,Kerry,Southern,343,84.69,87.65,0.74,89.19,0
1901,093 Ardagh,Kerry,Southern,633,90.56,94.13,0,94.51,0
1902,094 Astee,Kerry,Southern,457,95.41,98.12,0,96.26,0
1903,095 Ballincloher,Kerry,Southern,418,91.27,95.41,0,95.43,0
1904,096 Ballyconry,Kerry,Southern,387,87.56,92.08,0.23,95.7,0
1905,097 Ballyduff,Kerry,Southern,785,91.28,94.88,0,96.43,7.69
1906,098 Ballyegan,Kerry,Southern,95,90.48,95.24,0,98.1,0
1907,099 Ballyhorgan,Kerry,Southern,370,87.68,94.55,0,95.27,0
1908,100 Beal,Kerry,Southern,146,90.68,95.03,0,89.51,16.67
1909,101 Carrig,Kerry,Southern,342,86.58,94.18,0,91.18,0
1910,102 Causeway,Kerry,Southern,580,90.34,94.24,1.4,95.36,0
1911,103 Cloontubbrid,Kerry,Southern,305,91.87,96.69,0,97.91,0
1912,104 Drommartin,Kerry,Southern,466,89.96,94.4,0.77,96.15,0
1913,105 Duagh,Kerry,Southern,462,90.41,92.56,1.37,94.14,0
1914,106 Ennismore,Kerry,Southern,532,87.93,89.92,0,89.71,0
1915,107 Gullane,Kerry,Southern,226,92.24,95.92,0.41,91.09,0
1916,108 Gunsborough,Kerry,Southern,315,87.26,92.52,0.28,94.52,0
1917,109 Kilfeighny,Kerry,Southern,830,88.3,94.26,0,92.48,0
1918,110 Killehenny,Kerry,Southern,1568,88.64,94.18,0.96,90.35,5.45
1919,111 Killury,Kerry,Southern,494,91.48,95,0.37,93.91,5.56
1920,112 Kilmeany,Kerry,Southern,662,86.65,90.58,0,92.09,4
1921,113 Kilshenane,Kerry,Southern,241,95.26,94.86,0,94.12,0
1922,114 Kiltomy,Kerry,Southern,415,93.68,95.03,0,94.61,0
1923,115 Leitrim,Kerry,Southern,456,89.59,92.14,0,94.92,0
1924,116 Lislaughtin,Kerry,Southern,547,87.8,94.7,0,95.53,0
1925,117 Lisselton,Kerry,Southern,309,88.79,94.83,0,96.6,0
1926,118 Listowel Rural,Kerry,Southern,1308,84.06,89.46,2.38,92.6,3.7
1927,119 Lixnaw,Kerry,Southern,884,87.09,92.41,1.77,93.41,4
1928,120 Moynsha,Kerry,Southern,445,87.43,91.55,0.2,95.13,0
1929,121 Newtownsandes,Kerry,Southern,957,89.77,94.09,0.75,92.63,0
1930,122 Rathea,Kerry,Southern,380,90.69,94.51,0,96.44,0
1931,123 Shronowen,Kerry,Southern,219,92.41,96.2,0,95.82,0
1932,124 Tarbert,Kerry,Southern,687,88.87,92.88,1.03,91.78,0
1933,125 Tarmon,Kerry,Southern,464,89.75,94,0,91.75,0
1934,126 Trienearagh,Kerry,Southern,427,87.32,92.02,0,92.29,0
1935,127 Urlee,Kerry,Southern,339,92.37,93.46,0,93.22,0
1936,128 Abbeydorney,Kerry,Southern,1030,87.36,92.11,2.71,93.16,3.03
1937,129 Arabela,Kerry,Southern,1178,91.89,95.09,0.16,88.99,2.63
1938,130 Ardfert,Kerry,Southern,860,86.52,93.06,0.91,91.17,0
1939,131 Ballyegan,Kerry,Southern,335,90.3,93.53,1.62,94.12,7.69
1940,132 Ballyheige,Kerry,Southern,1231,87.3,92.77,1.7,94.9,2.08
1941,133 Ballynahaglish,Kerry,Southern,1416,89.73,95.18,0.25,91.19,0
1942,134 Ballynorig,Kerry,Southern,449,88.74,93.28,1.38,93.55,10
1943,135 Ballyseedy,Kerry,Southern,1412,82.67,86.3,4.68,83.5,3.43
1944,136 Banna,Kerry,Southern,630,88.98,94.07,0.42,93.56,12.5
1945,137 Baurtregaum,Kerry,Southern,367,87.17,91.92,1.19,90.49,14.29
1946,138 Blennerville,Kerry,Southern,621,88.97,94.99,0.29,89.54,0
1947,139 Boolteens,Kerry,Southern,424,89.64,93.02,1.27,93.1,3.45
1948,140 Brosna,Kerry,Southern,659,87.98,92.52,0,93.78,0
1949,141 Carker,Kerry,Southern,417,96.75,98.38,0,97.24,0
1950,142 Castleisland,Kerry,Southern,2922,85.87,88.42,6.23,93.75,4.35
1951,143 Clogherbrien,Kerry,Southern,1423,88.77,94.32,0.37,91.79,0
1952,144 Cordal,Kerry,Southern,260,91.87,97.53,0,96.11,0
1953,145 Crinny,Kerry,Southern,294,90.46,94.46,0,94.15,0
1954,146 Derreen,Kerry,Southern,172,90.53,94.21,0,95.34,0
1955,147 Doon,Kerry,Southern,628,91.28,95.06,0.58,93.53,0
1956,148 Gneeves,Kerry,Southern,334,92.01,96.14,0,95.89,0
1957,149 Kerryhead,Kerry,Southern,549,89.27,95.12,0.65,97.41,0
1958,150 Kilflyn,Kerry,Southern,241,91.98,94.27,1.15,94.32,0
1959,151 Kilgarrylander,Kerry,Southern,555,83.46,91.73,0.6,91.89,0
1960,152 Kilgobban,Kerry,Southern,244,84.14,92.07,1.03,83.28,0
1961,153 Killahan,Kerry,Southern,307,91.92,93.71,2.1,93.73,9.09
1962,154 Kilmurry,Kerry,Southern,295,91.05,93.52,0.93,93.56,0
1963,155 Kiltallagh,Kerry,Southern,477,85.03,91.09,2.32,82.92,2.63
1964,156 Knockglass,Kerry,Southern,267,81.16,90.88,0.3,87.13,0
1965,157 Knocknagashel,Kerry,Southern,634,90.96,94.26,0,94.26,0
1966,158 Lackabaun,Kerry,Southern,406,89.43,95.37,0.44,95.37,0
1967,159 Millbrook,Kerry,Southern,425,94.65,97.33,0.22,93.79,0
1968,160 Mount Eagle,Kerry,Southern,150,87.72,90.64,0,92.4,0
1969,161 Nohaval,Kerry,Southern,326,87.17,93.32,0,88.24,6.25
1970,162 O'Brennan,Kerry,Southern,450,89.11,94.85,0.59,93.5,0
1971,163 Ratass,Kerry,Southern,943,86.75,94.11,0.46,89.29,0
1972,164 Scartaglin,Kerry,Southern,601,91.06,94.39,0.76,94.86,9.09
1973,165 Tralee Rural,Kerry,Southern,13945,78.4,83.27,4.66,84,3.51
1974,166 Tubrid,Kerry,Southern,729,89.67,95.45,0,93.39,0
1975,001 Abbey A,Limerick City,Southern,3990,85.57,88.38,3.58,88.52,4.33
1976,002 Abbey B,Limerick City,Southern,1920,77.92,81.21,5.52,80.5,2.99
1977,003 Abbey C,Limerick City,Southern,374,74.21,76.79,5.16,75.25,1.89
1978,004 Abbey D,Limerick City,Southern,1305,90.12,90.95,2.69,89.97,1.87
1979,005 Ballinacurra A,Limerick City,Southern,1741,82.28,85.49,7.8,85.45,2.74
1980,006 Ballinacurra B,Limerick City,Southern,1305,95.53,95.61,0.81,92,4.65
1981,007 Ballynanty,Limerick City,Southern,2751,94.31,93.35,0.24,93.01,5.63
1982,008 Castle A,Limerick City,Southern,999,86.64,89.33,3.9,87.21,3.17
1983,009 Castle B,Limerick City,Southern,388,76.83,76.44,6.14,73.62,3.57
1984,010 Castle C,Limerick City,Southern,888,79.5,80.84,7.43,78.48,1.36
1985,011 Castle D,Limerick City,Southern,1902,89.46,93.51,1.88,86.77,1.14
1986,012 Coolraine,Limerick City,Southern,1465,91.51,95.19,1.12,91.2,2.73
1987,013 Custom House,Limerick City,Southern,253,45.67,45.13,29.6,72.98,4.63
1988,014 Dock A,Limerick City,Southern,836,47.83,46,16.48,54.25,3.29
1989,015 Dock B,Limerick City,Southern,600,56.34,57.56,24.41,71.67,3.98
1990,016 Dock C,Limerick City,Southern,910,89.04,91.49,2.35,83.37,3.81
1991,017 Dock D,Limerick City,Southern,614,71.98,74.44,5.39,76.61,3.61
1992,018 Farranshone,Limerick City,Southern,857,91.17,93.3,1.06,89.14,3.39
1993,019 Galvone A,Limerick City,Southern,1364,93.42,95.14,0.62,94.48,0
1994,020 Galvone B,Limerick City,Southern,833,94.87,94.42,0,92.71,0
1995,021 Glentworth A,Limerick City,Southern,409,82.63,83.43,5.86,84.34,1.3
1996,022 Glentworth B,Limerick City,Southern,1116,96.04,97.76,0.52,94.27,6.45
1997,023 Glentworth C,Limerick City,Southern,505,96.56,97.32,0,95.42,0
1998,024 John's A,Limerick City,Southern,840,97.33,93.74,0,93.51,7.69
1999,025 John's B,Limerick City,Southern,874,90.1,91.75,2.06,90.68,0
2000,026 John's C,Limerick City,Southern,275,76.6,77.44,11.14,81.79,5.26
2001,027 Killeely A,Limerick City,Southern,1391,96.26,97.44,0,95.99,3.45
2002,028 Killeely B,Limerick City,Southern,768,95.17,95.79,0.74,91.73,4.76
2003,029 Market,Limerick City,Southern,893,51.15,48.28,25.14,68.83,3.96
2004,030 Prospect A,Limerick City,Southern,930,92.72,95.01,0.9,93.17,1.47
2005,031 Prospect B,Limerick City,Southern,709,94.66,94.79,0.53,88.95,0
2006,032 Rathbane,Limerick City,Southern,1485,95.87,97.09,0.19,91.9,2.33
2007,033 St. Laurence,Limerick City,Southern,1012,90.93,93.17,1.8,86.92,2.78
2008,034 Shannon A,Limerick City,Southern,305,47.96,49.69,16.98,59.66,1.42
2009,035 Shannon B,Limerick City,Southern,295,46.97,46.82,12.26,51.36,1.44
2010,036 Singland A,Limerick City,Southern,1566,93.6,95.64,1.43,94.57,0
2011,037 Singland B,Limerick City,Southern,3499,90.69,93.23,2.2,92.35,2.3
2076,065 Limerick North Rural,Limerick City,Southern,5776,89.66,92.55,2.06,90.32,4.25
2012,001 Abbeyville,Limerick County,Southern,321,93.31,97.67,0.29,96.8,0
2013,002 Adare North,Limerick County,Southern,554,89.35,93.55,1.61,84.08,8.33
2014,003 Adare South,Limerick County,Southern,1653,84.94,83.5,4.88,79.64,3.29
2015,004 Ballingarry,Limerick County,Southern,846,91.66,93.72,0.22,90.32,5.41
2016,005 Ballyagran,Limerick County,Southern,482,95.45,97.43,0.2,96.25,0
2017,006 Ballygrennan,Limerick County,Southern,300,94.64,95.27,1.26,97.19,0
2018,007 Ballynabanoge,Limerick County,Southern,308,95.95,96.88,0.31,92.73,14.29
2019,008 Ballynoe,Limerick County,Southern,429,95.12,96.23,0,95.58,0
2020,009 Castletown,Limerick County,Southern,344,93.22,95.39,0,96.22,0
2021,010 Coolrus,Limerick County,Southern,376,92.38,93.37,0.74,97.79,0
2022,011 Crean,Limerick County,Southern,380,94.29,95.53,0.25,95.53,0
2023,012 Crecora,Limerick County,Southern,393,90.34,95.17,0.23,91.2,0
2024,013 Croom,Limerick County,Southern,1537,91.22,92.7,1.07,94.14,1.9
2025,014 Dunnaman,Limerick County,Southern,627,91.94,96.48,0,89.36,0
2026,015 Fedamore,Limerick County,Southern,1138,93.51,97.04,0.41,94.44,1.96
2027,016 Garrane,Limerick County,Southern,271,93.13,94.85,0,93.88,25
2028,017 Grange,Limerick County,Southern,483,92.88,96.35,0,94.66,0
2029,018 Kilfinny,Limerick County,Southern,251,93.31,95.54,0,95.19,0
2030,019 Kilpeacon,Limerick County,Southern,504,93.51,95.92,0,89.98,4.76
2031,020 Rathmore,Limerick County,Southern,261,91.58,95.79,0,90.66,0
2032,021 Fleanmore,Limerick County,Southern,207,97.64,97.17,0,97.65,0
2033,022 Glin,Limerick County,Southern,1001,84.62,88.5,4.99,92.8,5.36
2034,023 Kilfergus,Limerick County,Southern,415,93.89,97.29,0.68,97.1,0
2035,024 Kilmoylan,Limerick County,Southern,400,93.46,96.73,0,95.59,0
2036,025 Ardpatrick,Limerick County,Southern,364,93.81,96.13,0,96.91,0
2037,026 Athlacca,Limerick County,Southern,383,94.57,97.04,0,96.31,0
2038,027 Ballymacshaneboy,Limerick County,Southern,442,92.86,96.22,0.42,94.96,0
2039,028 Bruff,Limerick County,Southern,1231,89.59,91.7,2.26,92.21,3.49
2040,029 Bruree,Limerick County,Southern,1023,88.65,91.42,0.52,93.1,1.56
2041,030 Bulgaden,Limerick County,Southern,303,88.86,91.79,0,95.38,11.11
2042,031 Cahercorney,Limerick County,Southern,650,91.55,95.35,0.28,94.88,12.5
2043,032 Colmanswell,Limerick County,Southern,497,92.9,97.01,0,95.19,11.11
2044,033 Darragh,Limerick County,Southern,280,90.03,92.93,0,92.72,0
2045,034 Dromin,Limerick County,Southern,506,90.2,95.37,0.89,95.91,0
2046,035 Emlygrennan,Limerick County,Southern,663,90.08,92.8,0,94.25,0
2047,036 Glenbrohane,Limerick County,Southern,405,90.4,93.08,2.01,92.7,4.35
2048,037 Griston,Limerick County,Southern,276,92.31,95.65,0,96.66,0
2049,038 Hospital,Limerick County,Southern,1108,88.22,91.56,1.43,92.84,1.59
2050,039 Kilfinnane,Limerick County,Southern,980,88.29,93.24,0.72,93.27,2.38
2051,040 Kilflyn,Limerick County,Southern,198,92.09,93.02,1.86,88.55,0
2052,041 Kilmallock,Limerick County,Southern,2069,87.71,90.42,3.52,94.52,7.78
2053,042 Kilteely,Limerick County,Southern,556,92.05,95.03,0.33,96.22,0
2054,043 Knockainy,Limerick County,Southern,660,90.78,96.29,0,93.72,3.23
2055,044 Knocklong,Limerick County,Southern,797,90.67,94.54,0.68,95.03,2.78
2056,045 Particles,Limerick County,Southern,199,90.87,92.69,0,91.89,#DIV/0!
2057,046 Rockhill,Limerick County,Southern,303,93.23,94.77,0,90.91,0
2058,047 Tobernea,Limerick County,Southern,615,92.62,97.44,0,94.48,0
2059,048 Uregare,Limerick County,Southern,581,93.71,96.77,0,96,0
2060,049 Abington,Limerick County,Southern,1090,90.91,94.66,0.75,91.87,1.35
2061,050 Ballybricken,Limerick County,Southern,1582,91.18,95.16,0.63,93.33,0
2062,051 Ballycummin,Limerick County,Southern,13258,76.58,78.89,7.5,81.86,3.57
2063,052 Ballysimon,Limerick County,Southern,10538,82.33,85.41,4.73,82.83,3.94
2064,053 Ballyvarra,Limerick County,Southern,3661,86.67,90.58,2.68,87.42,3.34
2065,054 Caherconlish East,Limerick County,Southern,487,95.12,97.46,0.39,96.3,0
2066,055 Caherconlish West,Limerick County,Southern,1817,89.24,92.49,1.67,91.9,2.33
2067,056 Caherelly,Limerick County,Southern,311,91.74,94.4,0,92.11,16.67
2068,057 Cappamore,Limerick County,Southern,1324,93.11,96.06,0.49,94.4,1.75
2069,058 Carrig,Limerick County,Southern,584,96.53,98.02,0.5,96.54,0
2070,059 Castleconnell,Limerick County,Southern,2709,86.19,91.76,2.16,86.48,3.1
2071,060 Clarina,Limerick County,Southern,1584,92.42,95.62,1.05,95.32,1.35
2072,061 Clonkeen,Limerick County,Southern,827,89.89,91.74,1.3,90.98,4.76
2073,062 Doon West,Limerick County,Southern,231,96.65,98.33,0,97.08,0
2074,063 Glenstal,Limerick County,Southern,945,87.58,93.61,0.19,91.23,0
2075,064 Kilmurry,Limerick County,Southern,818,92.12,96.28,1.13,94.65,0
2077,066 Limerick South Rural,Limerick County,Southern,1482,89.98,91.62,1.4,91.33,1.72
2078,067 Patrickswell,Limerick County,Southern,1315,91.38,94.72,0.97,93.77,4.84
2079,068 Roxborough,Limerick County,Southern,1462,91.83,96.61,0.13,92.07,1.37
2080,069 Anglesborough,Limerick County,Southern,316,94.89,96.7,0.6,95.24,0
2081,070 Ballylanders,Limerick County,Southern,587,90.17,91.09,2.76,92.79,0
2082,071 Cullane,Limerick County,Southern,339,92.62,94.81,0,91.83,0
2083,072 Duntryleague,Limerick County,Southern,308,88.25,89.68,0.86,90.91,0
2084,073 Galbally,Limerick County,Southern,484,89.63,93.15,2.04,94.87,9.09
2085,074 Kilbeheny,Limerick County,Southern,235,93.63,96.81,0,92.49,#DIV/0!
2086,075 Kilglass,Limerick County,Southern,286,92.56,94.82,0.65,92.31,0
2087,076 Knocknascrow,Limerick County,Southern,184,96.34,96.86,0,96.86,0
2088,077 Riversdale,Limerick County,Southern,212,89.08,92.86,3.36,94.12,23.53
2089,078 Abbeyfeale,Limerick County,Southern,2178,86.5,89.48,2.82,92.76,3.13
2090,079 Ardagh,Limerick County,Southern,910,90.73,94.42,1.6,95.13,6.45
2091,080 Ballintober,Limerick County,Southern,332,92.22,95.56,0.28,95,0
2092,081 Ballynoe West,Limerick County,Southern,307,91.92,97.31,0,97.62,0
2093,082 Boola,Limerick County,Southern,133,96.38,98.55,0,98.55,0
2094,083 Broadford,Limerick County,Southern,862,94.31,94.86,0.55,95.64,0
2095,084 Caher,Limerick County,Southern,297,82.04,87.02,0.83,88.19,0
2096,085 Cleanglass,Limerick County,Southern,266,94.33,96.1,0,94.68,0
2097,086 Cloncagh,Limerick County,Southern,277,94.54,95.9,0,93.88,0
2098,087 Danganbeg,Limerick County,Southern,374,90.78,92.72,0,94.46,0
2099,088 Dromcolliher,Limerick County,Southern,909,92.57,95.62,0.31,95.53,5.77
2100,089 Dromtrasna,Limerick County,Southern,790,89.67,92.17,0,91.8,0
2101,090 Feenagh,Limerick County,Southern,325,95.03,96.78,0,94.52,0
2102,091 Garryduff,Limerick County,Southern,254,91.04,92.83,1.43,93.66,0
2103,092 Glenagower,Limerick County,Southern,463,88.7,94.06,1.34,94.31,0
2104,093 Glengort,Limerick County,Southern,633,91.08,93.81,0.14,93.58,0
2105,094 Glensharrold,Limerick County,Southern,419,93.53,95.54,0,93.08,0
2106,095 Kilmeedy,Limerick County,Southern,349,93.82,96.77,0,97.05,0
2107,096 Knockaderry,Limerick County,Southern,465,92.63,95.02,0.6,93.08,5.88
2108,097 Mahoonagh,Limerick County,Southern,472,92.55,96.67,0,96.28,0
2109,098 Monagay,Limerick County,Southern,1107,91.56,95.78,0.58,95.73,5.88
2110,099 Mountcollins,Limerick County,Southern,422,86.48,91.6,0.2,91.43,7.69
2111,100 Mountplummer,Limerick County,Southern,309,94.79,95.4,0,94.21,5.88
2112,101 Newcastle Rural,Limerick County,Southern,1777,81.07,83.9,4.24,88.32,4.66
2113,102 Newcastle Urban,Limerick County,Southern,3529,73.09,75.14,11.21,87.95,5.83
2114,103 Port,Limerick County,Southern,487,90.19,95.74,0,94.82,0
2115,104 Rathronan,Limerick County,Southern,757,88.95,93.42,0.71,93.9,0
2116,105 Rooskagh,Limerick County,Southern,262,87.92,91.28,3.36,92.67,0
2117,106 Templeglentan,Limerick County,Southern,824,90.15,92.34,0.33,92.46,0
2118,107 Askeaton East,Limerick County,Southern,604,92.64,93.25,0.61,89.83,5.26
2119,108 Askeaton West,Limerick County,Southern,1072,91.08,93.29,0.42,91.77,0
2120,109 Aughinish,Limerick County,Southern,182,89.66,97.54,0,89.2,0
2121,110 Ballyallinan,Limerick County,Southern,397,96.13,96.85,0.24,94.94,0
2122,111 Ballynacarriga,Limerick County,Southern,734,89.84,94.86,0.12,91.22,4.88
2123,112 Castletown,Limerick County,Southern,404,90.18,95.54,0.45,88.94,0
2124,113 Craggs,Limerick County,Southern,261,95.96,95.96,1.1,93.75,0
2125,114 Croagh,Limerick County,Southern,662,89.1,93.94,0.13,91.84,6.25
2126,115 Dromard,Limerick County,Southern,777,91.41,93.76,1.29,90.08,0
2127,116 Dunmoylan East,Limerick County,Southern,433,93.12,96.13,0,96.57,0
2128,117 Dunmoylan West,Limerick County,Southern,66,86.84,90.79,0,88.61,0
2129,118 Iveruss,Limerick County,Southern,262,91.29,96.17,0.7,94.08,0
2130,119 Kilcornan,Limerick County,Southern,678,91.87,96.07,0.14,89.66,2.78
2131,120 Kildimo,Limerick County,Southern,609,92.13,96.07,0,93.24,0
