CODE,ED_NAME,COUNTY,Planning Region,Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Nationality_Ireland_2011,Perc_Pop_By_Nationality_Poland_2011,Perc_Pop_By_Religion_Catholic_2011,Perc_Speakers_Of_Foreign_Languages_Ability_To_Speak_English_Not_At_All_2011
1,001 Carlow Urban,Carlow,Southern,3236,79.51,80.81,6.19,81.27,2.93
2,002 Graigue Urban,Carlow,Southern,1068,84.76,85.4,6.03,86.95,5.41
3,003 Clonmore,Carlow,Southern,518,92.67,94.45,0,86.79,0
4,004 Hacketstown,Carlow,Southern,1010,93.26,94.09,1.2,89.83,2.38
5,005 Haroldstown,Carlow,Southern,246,94.98,96.91,0,84.94,0
6,006 Kineagh,Carlow,Southern,303,92.66,96.02,0,87.46,0
7,007 Rahill,Carlow,Southern,605,91.39,94.11,0.76,87.01,0
8,008 Rathvilly,Carlow,Southern,756,90.32,92.71,1.67,92.48,0
9,009 Tiknock,Carlow,Southern,313,93.43,95.22,0.6,90.83,0
10,010 Williamstown,Carlow,Southern,272,91.58,95.62,0,83.16,12.5
11,011 Agha,Carlow,Southern,361,94.5,96.86,0,91.36,0
12,012 Ballinacarrig,Carlow,Southern,911,91.65,94.67,0.4,88.76,2.22
13,013 Ballintemple,Carlow,Southern,510,91.4,93.73,0,81.4,0
14,014 Ballon,Carlow,Southern,605,85.45,87.29,6.5,90.14,6.25
15,015 Ballyellin,Carlow,Southern,390,91.55,94.6,1.17,87.12,0
16,016 Ballymoon,Carlow,Southern,313,95.14,97.26,0,81.16,0
17,017 Borris,Carlow,Southern,876,84.39,88.15,4.91,91.55,0.89
18,018 Burton Hall,Carlow,Southern,423,91.56,95.24,0.43,90.11,7.14
19,019 Carlow Rural,Carlow,Southern,10799,78.05,80.32,7.5,83.91,4.16
20,020 Clogrenan,Carlow,Southern,914,91.95,95.27,0.3,88.25,0
21,021 Clonegall,Carlow,Southern,897,92,94.26,0.51,88.96,0
22,022 Corries,Carlow,Southern,483,92,94.48,0,87.59,0
23,023 Cranemore,Carlow,Southern,862,81.09,82.13,12.14,78.26,12.78
24,024 Fennagh,Carlow,Southern,678,92.12,94.16,0.68,86.01,0
25,025 Garryhill,Carlow,Southern,536,91.78,95.89,0,92.87,0
26,026 Grangeford,Carlow,Southern,374,88.63,91.23,1.18,84.2,0
27,027 Johnstown,Carlow,Southern,540,94.9,97.19,0,89.63,0
28,028 Kellistown,Carlow,Southern,916,92.25,96.88,0.1,91.21,0
29,029 Kilbride,Carlow,Southern,399,89.06,90.63,3.79,80.62,3.03
30,030 Killedmond,Carlow,Southern,377,89.13,93.38,0,83.49,0
31,031 Killerrig,Carlow,Southern,340,94.71,97.49,0,89.97,7.14
32,032 Leighlinbridge,Carlow,Southern,1373,88.81,90.1,2.98,89.28,4.63
33,033 Muinebeag (Bagenalstown) Rural,Carlow,Southern,599,93.3,97.35,1.09,90.56,0
34,034 Muinebeag (Bagenalstown) Urban,Carlow,Southern,2374,85.86,87.74,5.53,92.43,4.22
35,035 Myshall,Carlow,Southern,541,89.42,92.4,0.83,91.09,0
36,036 Nurney,Carlow,Southern,824,95.48,96.99,0,91.81,0
37,037 Oldleighlin,Carlow,Southern,517,91.18,94,0.88,89.28,0
38,038 Rathanna,Carlow,Southern,97,85.84,90.27,0,82.46,0
39,039 Rathornan,Carlow,Southern,398,92.56,94.88,0.47,86.57,0
40,040 Rathrush,Carlow,Southern,1013,92.51,94.61,1.55,90.64,5.13
41,041 Ridge,Carlow,Southern,248,90.84,93.04,0.73,74.73,0
42,042 Shangarry,Carlow,Southern,471,90.06,95.6,0,86.1,0
43,043 Sliguff,Carlow,Southern,485,93.27,96.35,0,82.35,0
44,044 Tankardstown,Carlow,Southern,383,89.07,91.16,0,81.74,3.23
45,045 Templepeter,Carlow,Southern,406,93.55,97,0.69,83.41,0
46,046 Tullowbeg,Carlow,Southern,510,88.08,87.74,3.63,87.8,2.04
47,047 Tullow Rural,Carlow,Southern,620,90.25,86.75,1.16,86.04,3.03
48,048 Tullow Urban,Carlow,Southern,2665,78.29,77.85,9.72,87.35,7.14
49,049 Ballymurphy,Carlow,Southern,257,92.11,92.83,0,94.27,0
50,050 Coonogue,Carlow,Southern,185,89.81,92.23,0,90.29,0
51,051 Glynn,Carlow,Southern,331,91.44,94.75,0.28,92.6,0
52,052 Kyle,Carlow,Southern,317,94.91,96.41,0.3,93.55,0
53,053 Marley,Carlow,Southern,345,95.57,96.4,0,92.92,0
54,054 Tinnahinch,Carlow,Southern,584,89.3,95.26,0.46,90.69,4.76
55,001 Arran Quay A,Dublin City,Eastern and Midlands,869,57.28,59.06,4.22,63.6,2.04
56,002 Arran Quay B,Dublin City,Eastern and Midlands,1906,50.81,53.8,6.9,54.26,2.3
57,003 Arran Quay C,Dublin City,Eastern and Midlands,1874,48.44,50.37,8.04,53.72,1.57
58,004 Arran Quay D,Dublin City,Eastern and Midlands,2321,77.14,79.96,3.02,67.37,1.78
59,005 Arran Quay E,Dublin City,Eastern and Midlands,2347,78.03,81.22,2.36,64.5,1.81
60,006 Ashtown A,Dublin City,Eastern and Midlands,7821,77.22,79.01,6.75,80.09,2.51
61,007 Ashtown B,Dublin City,Eastern and Midlands,2161,85.08,88.98,1.5,81.95,2.45
62,008 Ayrfield,Dublin City,Eastern and Midlands,4855,90.38,92.68,1.17,86.84,3.06
63,009 Ballybough A,Dublin City,Eastern and Midlands,2836,81.94,82.72,3.15,77.43,3.02
64,010 Ballybough B,Dublin City,Eastern and Midlands,1792,59.42,61.31,5.77,61.36,2.01
65,011 Ballygall A,Dublin City,Eastern and Midlands,2924,85.17,85.41,2.8,83.61,2.63
66,012 Ballygall B,Dublin City,Eastern and Midlands,1631,91.32,93.45,0.39,88.86,0.98
67,013 Ballygall C,Dublin City,Eastern and Midlands,3054,90.54,92.68,0.83,85.08,1.74
68,014 Ballygall D,Dublin City,Eastern and Midlands,2242,90.7,92.48,0.65,86.61,3.26
69,015 Ballymun A,Dublin City,Eastern and Midlands,2955,80.52,81.14,4.2,86.32,1.92
70,016 Ballymun B,Dublin City,Eastern and Midlands,3521,88.14,88.26,3.15,86.86,1.63
71,017 Ballymun C,Dublin City,Eastern and Midlands,4734,86.15,86.99,3.82,86.52,2.22
72,018 Ballymun D,Dublin City,Eastern and Midlands,2484,84.26,84.23,3.66,82.98,2.78
73,019 Ballymun E,Dublin City,Eastern and Midlands,1427,91.47,93.91,0.51,88.18,1.19
74,020 Ballymun F,Dublin City,Eastern and Midlands,2158,93.34,95.59,0.56,89.45,0.93
75,021 Beaumont A,Dublin City,Eastern and Midlands,2178,88.93,92.49,1.43,89.99,0.97
76,022 Beaumont B,Dublin City,Eastern and Midlands,3858,80.81,83.16,1.65,83.91,1.25
77,023 Beaumont C,Dublin City,Eastern and Midlands,2689,87.02,89.45,2.01,85.38,1.27
78,024 Beaumont D,Dublin City,Eastern and Midlands,1903,88.84,91.46,1.03,86.88,1.45
79,025 Beaumont E,Dublin City,Eastern and Midlands,1726,87.22,89.94,1.67,85.46,3.41
80,026 Beaumont F,Dublin City,Eastern and Midlands,2854,83.72,86.21,1.17,83.33,1.04
81,027 Botanic A,Dublin City,Eastern and Midlands,2542,83.18,85.8,0.62,76.82,1.9
82,028 Botanic B,Dublin City,Eastern and Midlands,2582,81.3,85.48,1.95,75.98,1.84
83,029 Botanic C,Dublin City,Eastern and Midlands,1427,73.59,76.74,3.2,68.43,1.3
84,030 Cabra East A,Dublin City,Eastern and Midlands,3473,68.22,71.22,3.5,65.56,2.95
85,031 Cabra East B,Dublin City,Eastern and Midlands,3017,86.27,87.68,2.8,83.4,2.38
86,032 Cabra East C,Dublin City,Eastern and Midlands,2521,70.36,72.23,4.21,66.76,3.89
87,033 Cabra West A,Dublin City,Eastern and Midlands,1380,93.37,95.67,0.14,89.45,1.47
88,034 Cabra West B,Dublin City,Eastern and Midlands,2329,92.86,94.14,1.12,92.56,4.97
89,035 Cabra West C,Dublin City,Eastern and Midlands,2430,90.37,91.34,1.38,85.85,3.3
90,036 Cabra West D,Dublin City,Eastern and Midlands,2211,81.95,84.84,3.63,79.45,2.99
91,037 Clontarf East A,Dublin City,Eastern and Midlands,2946,89.71,92.94,0.61,84.37,2.43
92,038 Clontarf East B,Dublin City,Eastern and Midlands,5724,85.56,90.4,1.38,81.36,2.37
93,039 Clontarf East C,Dublin City,Eastern and Midlands,2684,87.34,92.35,0.59,83.94,1.29
94,040 Clontarf East D,Dublin City,Eastern and Midlands,2221,86.76,91.56,0.78,79.69,0.49
95,041 Clontarf East E,Dublin City,Eastern and Midlands,1454,87.7,91.38,0.66,80.12,0.71
96,042 Clontarf West A,Dublin City,Eastern and Midlands,3001,87.75,90.12,1.55,82.01,0.9
97,043 Clontarf West B,Dublin City,Eastern and Midlands,2098,90.9,93.41,0.69,87.65,2.76
98,044 Clontarf West C,Dublin City,Eastern and Midlands,2676,80.17,83.28,2.07,73.77,2.53
99,045 Clontarf West D,Dublin City,Eastern and Midlands,1485,73.04,76.29,4.53,68.01,0.86
100,046 Clontarf West E,Dublin City,Eastern and Midlands,2036,88.06,92.08,1.21,80.25,1.6
101,047 Drumcondra South A,Dublin City,Eastern and Midlands,3574,79.42,82.6,3.22,73.64,1.45
102,048 Drumcondra South B,Dublin City,Eastern and Midlands,1200,79.31,83.15,2.71,76.34,0.87
103,049 Drumcondra South C,Dublin City,Eastern and Midlands,2732,88.36,92.85,0.84,81.76,0
104,050 Edenmore,Dublin City,Eastern and Midlands,2480,91.14,92.65,0.77,89.36,1.47
105,051 Finglas North A,Dublin City,Eastern and Midlands,3041,94.44,94.53,0.28,92.84,0
106,052 Finglas North B,Dublin City,Eastern and Midlands,2624,93.48,94.23,0.5,90.82,0
107,053 Finglas North C,Dublin City,Eastern and Midlands,2856,88.39,88.52,2.63,86.54,1.34
108,054 Finglas South A,Dublin City,Eastern and Midlands,2605,93.67,94.61,1.19,91.38,0.84
109,055 Finglas South B,Dublin City,Eastern and Midlands,3253,84.89,85.57,4.72,85.81,1.27
110,056 Finglas South C,Dublin City,Eastern and Midlands,2378,94.93,95.85,0.64,93.78,4.35
111,057 Finglas South D,Dublin City,Eastern and Midlands,2187,94.68,93.72,0.87,91.82,0
112,058 Grace Park,Dublin City,Eastern and Midlands,4907,87.25,90.77,1.24,84.83,1.74
113,059 Grange A,Dublin City,Eastern and Midlands,7645,85.86,88.5,2.88,85.4,2.93
114,060 Grange B,Dublin City,Eastern and Midlands,3549,78.64,80.3,8.77,80.96,3.58
115,061 Grange C,Dublin City,Eastern and Midlands,2814,92.72,94.27,1.22,91.24,4.9
116,062 Grange D,Dublin City,Eastern and Midlands,3580,87.77,89.78,1.54,84.07,2.21
117,063 Grange E,Dublin City,Eastern and Midlands,2285,89.12,92.36,1.33,86.59,1.53
118,064 Harmonstown A,Dublin City,Eastern and Midlands,2464,91.12,93.01,0.81,89.16,1.09
119,065 Harmonstown B,Dublin City,Eastern and Midlands,2352,88.59,91.83,1.81,87.85,2.61
120,066 Inns Quay A,Dublin City,Eastern and Midlands,2766,71.36,58.31,2.32,62.52,2.47
121,067 Inns Quay B,Dublin City,Eastern and Midlands,1753,54.83,53.46,4.69,53.83,1.52
122,068 Inns Quay C,Dublin City,Eastern and Midlands,1674,62.89,62.21,3.31,61.76,2.96
123,069 Kilmore A,Dublin City,Eastern and Midlands,2941,84.25,86.42,3.07,87.53,2.3
124,070 Kilmore B,Dublin City,Eastern and Midlands,2352,90.85,92.74,0.23,91.69,1.6
125,071 Kilmore C,Dublin City,Eastern and Midlands,1336,94.48,95.62,0,93.92,0
126,072 Kilmore D,Dublin City,Eastern and Midlands,1911,92.27,93.82,0.05,89.43,3.25
127,073 Mountjoy A,Dublin City,Eastern and Midlands,2412,54.92,48.52,6.83,55.84,2.65
128,074 Mountjoy B,Dublin City,Eastern and Midlands,1284,48.29,43.4,9.03,56.3,1.55
129,075 North City,Dublin City,Eastern and Midlands,1414,33.52,31.74,4.03,40.28,1.08
130,076 North Dock A,Dublin City,Eastern and Midlands,991,77.12,78.52,4.36,67.23,1.67
131,077 North Dock B,Dublin City,Eastern and Midlands,4320,65.21,66.63,6.87,68.09,1.59
132,078 North Dock C,Dublin City,Eastern and Midlands,2701,65.89,66.02,4.68,67.89,1.28
133,079 Phoenix Park,Dublin City,Eastern and Midlands,1084,71.84,74.49,5.04,71.13,0.93
134,080 Priorswood A,Dublin City,Eastern and Midlands,1449,92.88,95.38,0.64,93.34,3.57
135,081 Priorswood B,Dublin City,Eastern and Midlands,2516,94.3,95.5,0.15,90.5,3.88
136,082 Priorswood C,Dublin City,Eastern and Midlands,3831,86.38,86.88,2.75,84.75,1.94
137,083 Priorswood D,Dublin City,Eastern and Midlands,2492,91.45,93.1,0.59,90.03,2.25
138,084 Priorswood E,Dublin City,Eastern and Midlands,2595,92.32,94.17,0.21,89.79,2.07
139,085 Raheny-Foxfield,Dublin City,Eastern and Midlands,2273,91.03,94.75,0.56,86.29,0
140,086 Raheny-Greendale,Dublin City,Eastern and Midlands,1924,90.07,94.19,0.66,88.06,2.13
141,087 Raheny-St. Assam,Dublin City,Eastern and Midlands,3040,88.12,92.55,1.01,84,1.87
142,088 Rotunda A,Dublin City,Eastern and Midlands,1984,48.87,43,4.46,46.49,1.64
143,089 Rotunda B,Dublin City,Eastern and Midlands,968,42.76,41.17,7.6,50.47,1.1
144,090 Whitehall A,Dublin City,Eastern and Midlands,2953,86.67,90.64,0.97,82.03,0.62
145,091 Whitehall B,Dublin City,Eastern and Midlands,3194,85.11,89.08,1.17,82.91,1.41
146,092 Whitehall C,Dublin City,Eastern and Midlands,1827,83.81,85.87,2.57,80.59,1.45
147,093 Whitehall D,Dublin City,Eastern and Midlands,2239,81.98,84.88,2.27,79.2,0.28
148,094 Chapelizod,Dublin City,Eastern and Midlands,2382,78.74,82.18,2.88,75.78,2.49
149,095 Cherry Orchard A,Dublin City,Eastern and Midlands,2830,84.28,86.54,2.56,85.74,0.93
150,096 Carna,Dublin City,Eastern and Midlands,2666,95.25,96.14,0.32,91.97,1.53
151,097 Cherry Orchard C,Dublin City,Eastern and Midlands,3759,84.8,84.86,4.8,84.07,3.09
152,098 Crumlin A,Dublin City,Eastern and Midlands,3239,90.12,91.12,1.14,87.14,1.3
153,099 Crumlin B,Dublin City,Eastern and Midlands,2635,89.87,91.06,1.16,83.98,1.25
154,100 Crumlin C,Dublin City,Eastern and Midlands,1992,88.45,87.79,1.95,81.76,1.63
155,101 Crumlin D,Dublin City,Eastern and Midlands,3416,85.92,87.73,1.96,83.19,2.12
156,102 Crumlin E,Dublin City,Eastern and Midlands,2394,87.89,87.96,1.91,83.22,0.34
157,103 Crumlin F,Dublin City,Eastern and Midlands,2488,82.66,84.58,1.53,83.07,2.32
158,104 Decies,Dublin City,Eastern and Midlands,2598,95.69,97.02,0.48,91.49,0
159,105 Drumfinn,Dublin City,Eastern and Midlands,3290,94.46,96.1,0.72,91.45,3.72
160,106 Inchicore A,Dublin City,Eastern and Midlands,1745,79.97,81.16,7.56,78.1,2.8
161,107 Inchicore B,Dublin City,Eastern and Midlands,1665,85.78,85.57,3.19,84.24,2.82
162,108 Kilmainham A,Dublin City,Eastern and Midlands,2283,91.39,93.88,0.88,87.34,1.13
163,109 Kilmainham B,Dublin City,Eastern and Midlands,1599,74.03,77.13,4.58,66.23,2.04
164,110 Kilmainham C,Dublin City,Eastern and Midlands,3247,75.09,75.72,6.04,73.34,1.87
165,111 Kimmage A,Dublin City,Eastern and Midlands,1704,93.06,93.12,1.15,87.02,1.16
166,112 Kimmage B,Dublin City,Eastern and Midlands,3173,91.31,93.55,1.44,88.78,1.83
167,113 Kimmage C,Dublin City,Eastern and Midlands,2288,78.33,82.16,2.19,73.27,2.85
168,114 Kimmage D,Dublin City,Eastern and Midlands,2089,88.11,90.59,1.73,82.73,3.74
169,115 Kimmage E,Dublin City,Eastern and Midlands,2873,89.36,90.3,0.78,81.21,1.05
170,116 Kylemore,Dublin City,Eastern and Midlands,2453,95.67,97.11,0.47,94.47,0
171,117 Mansion House A,Dublin City,Eastern and Midlands,2592,69.75,68.35,2.29,60.13,0.52
172,118 Mansion House B,Dublin City,Eastern and Midlands,390,61.81,57.84,1.9,38.54,0
173,119 Merchants Quay A,Dublin City,Eastern and Midlands,1202,62.38,62.69,5.66,57.41,0.82
174,120 Merchants Quay B,Dublin City,Eastern and Midlands,1877,50.89,51.87,6.32,52.56,1.4
175,121 Merchants Quay C,Dublin City,Eastern and Midlands,2130,62.61,63.64,5.73,64.22,0.66
176,122 Merchants Quay D,Dublin City,Eastern and Midlands,1567,78.9,81.87,1.76,64.18,0.67
177,123 Merchants Quay E,Dublin City,Eastern and Midlands,1237,58.99,62.09,2.34,49.81,1.89
178,124 Merchants Quay F,Dublin City,Eastern and Midlands,1581,66.51,67.35,4.38,63.33,1.78
179,125 Pembroke East A,Dublin City,Eastern and Midlands,4288,87.62,88.11,1.06,81.92,2.09
180,126 Pembroke East B,Dublin City,Eastern and Midlands,2813,80.03,86.26,0.77,74.09,0.67
181,127 Pembroke East C,Dublin City,Eastern and Midlands,3048,78.05,84.48,1.1,71.3,0.8
182,128 Pembroke East D,Dublin City,Eastern and Midlands,3391,74.96,79.13,1.15,76.69,1.56
183,129 Pembroke East E,Dublin City,Eastern and Midlands,2336,70.19,74.16,1.35,67,1.28
184,130 Pembroke West A,Dublin City,Eastern and Midlands,3350,75.16,78.86,2.06,68.95,1.5
185,131 Pembroke West B,Dublin City,Eastern and Midlands,2067,71.9,75.03,1.29,63.55,0.4
186,132 Pembroke West C,Dublin City,Eastern and Midlands,2703,69.06,62.9,1.81,52.33,0.85
187,133 Rathfarnham,Dublin City,Eastern and Midlands,3381,78.32,85.73,0.76,67.31,1.89
188,134 Rathmines East A,Dublin City,Eastern and Midlands,3197,71.17,75,1.87,65.17,1.27
189,135 Rathmines East B,Dublin City,Eastern and Midlands,4138,76.94,83.43,1.06,73.67,0.6
190,136 Rathmines East C,Dublin City,Eastern and Midlands,2649,80.79,87.16,1.01,69.61,0.29
191,137 Rathmines East D,Dublin City,Eastern and Midlands,1979,74.04,80.13,1.05,66.4,0.65
192,138 Rathmines West A,Dublin City,Eastern and Midlands,3149,64.16,65.87,4.03,59.09,0.66
193,139 Rathmines West B,Dublin City,Eastern and Midlands,2095,63.89,64.99,3.48,55.77,1.72
194,140 Rathmines West C,Dublin City,Eastern and Midlands,1832,72.53,77.79,2.38,64.11,2.21
195,141 Rathmines West D,Dublin City,Eastern and Midlands,2080,71.72,76.34,3.66,65.73,0.66
196,142 Rathmines West E,Dublin City,Eastern and Midlands,2404,73.25,79.83,2.13,65.77,1.02
197,143 Rathmines West F,Dublin City,Eastern and Midlands,1898,70.09,76.37,2.88,60.25,0.57
198,144 Royal Exchange A,Dublin City,Eastern and Midlands,1631,50.2,48.57,2.19,40.17,1.28
199,145 Royal Exchange B,Dublin City,Eastern and Midlands,1005,67.91,60.68,0.95,50.21,0.3
200,146 St. Kevin's,Dublin City,Eastern and Midlands,2286,57.6,56.71,2.29,47.25,1.04
201,147 South Dock,Dublin City,Eastern and Midlands,4142,64.4,66.29,2.58,59.7,0.75
202,148 Terenure A,Dublin City,Eastern and Midlands,2833,80.97,84.8,1.63,69.51,1.41
203,149 Terenure B,Dublin City,Eastern and Midlands,2875,85.29,89.2,1.1,75.84,1.53
204,150 Terenure C,Dublin City,Eastern and Midlands,1645,88.44,94.09,0.11,83.4,0.85
205,151 Terenure D,Dublin City,Eastern and Midlands,682,88.46,95.07,0.26,83.44,0
206,152 Ushers A,Dublin City,Eastern and Midlands,1667,55.31,57.33,7.3,59.53,2.42
207,153 Ushers B,Dublin City,Eastern and Midlands,710,55.56,54.54,9.47,62.85,2.02
208,154 Ushers C,Dublin City,Eastern and Midlands,2625,71.06,68.35,6.55,68.36,1.65
209,155 Ushers D,Dublin City,Eastern and Midlands,1336,65.43,66.85,3.92,60.72,1.69
210,156 Ushers E,Dublin City,Eastern and Midlands,1500,83.15,84.42,1.55,77.7,0.79
211,157 Ushers F,Dublin City,Eastern and Midlands,2653,79.67,78.17,0.99,68.35,2.06
212,158 Walkinstown A,Dublin City,Eastern and Midlands,1941,74.4,73.48,6.36,80.57,2.19
213,159 Walkinstown B,Dublin City,Eastern and Midlands,1609,88.41,89.89,2.64,85.68,1.1
214,160 Walkinstown C,Dublin City,Eastern and Midlands,1889,89.65,87.99,1.8,85.14,1.02
215,161 Wood Quay A,Dublin City,Eastern and Midlands,2108,82.86,79.44,0.71,70.1,0
216,162 Wood Quay B,Dublin City,Eastern and Midlands,2170,63.71,67.03,2.35,48.94,1.81
328,001 Ballinascorney,South Dublin,Eastern and Midlands,671,83.56,87.42,1.49,76,1.16
329,002 Ballyboden,South Dublin,Eastern and Midlands,4522,89.56,93.92,0.55,84.09,2
330,003 Bohernabreena,South Dublin,Eastern and Midlands,4088,89.65,92.32,1.45,87.13,2.03
331,004 Clondalkin-Ballymount,South Dublin,Eastern and Midlands,1614,85.71,87.89,3.82,85.07,3.29
332,005 Clondalkin-Cappaghmore,South Dublin,Eastern and Midlands,2258,86.91,89.99,0.85,84.49,1.77
333,006 Clondalkin-Dunawley,South Dublin,Eastern and Midlands,8832,81.39,82.69,4.75,81.12,3.45
334,007 Clondalkin-Monastery,South Dublin,Eastern and Midlands,7880,72.94,74.33,9.99,79.28,3.88
335,008 Clondalkin-Moorfield,South Dublin,Eastern and Midlands,5601,89.77,89.93,1.41,87.19,2.26
336,009 Clondalkin-Rowlagh,South Dublin,Eastern and Midlands,3822,94.18,93.81,0.69,90.22,3.14
337,010 Clondalkin Village,South Dublin,Eastern and Midlands,6882,81.8,83.41,5.81,82.75,3.52
338,011 Edmondstown,South Dublin,Eastern and Midlands,4994,87.91,92.06,1.2,81.41,1.88
339,012 Firhouse-Ballycullen,South Dublin,Eastern and Midlands,6697,86.87,91.19,1.04,82.43,1.21
340,013 Firhouse-Knocklyon,South Dublin,Eastern and Midlands,3284,92.27,95.48,0.39,85.26,2.07
341,014 Firhouse Village,South Dublin,Eastern and Midlands,9651,83.25,87.35,1.98,78.89,2.98
342,015 Lucan-Esker,South Dublin,Eastern and Midlands,21226,71.51,75.12,3.5,71.29,2.46
343,016 Lucan Heights,South Dublin,Eastern and Midlands,4382,84.76,88.39,1.84,81.48,2.97
344,017 Lucan-St. Helen's,South Dublin,Eastern and Midlands,6993,74.68,78.44,3.34,73.09,2.3
345,018 Newcastle,South Dublin,Eastern and Midlands,3190,85.36,87.32,2.7,84.21,2.2
346,019 Palmerston Village,South Dublin,Eastern and Midlands,3228,89.79,91.52,1.89,88.66,1.39
347,020 Palmerston West,South Dublin,Eastern and Midlands,6663,90.03,91.7,1.8,86.53,1.56
348,021 Rathcoole,South Dublin,Eastern and Midlands,4028,85.9,78.5,2.96,77.64,3.13
349,022 Rathfarnham-Ballyroan,South Dublin,Eastern and Midlands,2267,92.12,96.59,0.53,85.28,1.98
350,023 Rathfarnham-Butterfield,South Dublin,Eastern and Midlands,2815,88.72,92.97,0.82,81.41,2.08
351,024 Rathfarnham-Hermitage,South Dublin,Eastern and Midlands,3857,84.42,89.71,1.84,79.87,1.81
352,025 Rathfarnham-St. Enda's,South Dublin,Eastern and Midlands,3340,87.64,91.39,1.26,78.58,0.31
353,026 Rathfarnham Village,South Dublin,Eastern and Midlands,2556,85.89,90.29,0.81,75.61,0.78
354,027 Saggart,South Dublin,Eastern and Midlands,2215,72.84,74.38,7.27,76.8,2.57
355,028 Tallaght-Avonbeg,South Dublin,Eastern and Midlands,1484,92.12,96.03,0.06,91.2,2.11
356,029 Tallaght-Belgard,South Dublin,Eastern and Midlands,1394,82.78,84.2,6.29,86.3,5.86
357,030 Tallaght-Fettercairn,South Dublin,Eastern and Midlands,6465,85.31,87.79,1.74,81.27,2.68
358,031 Tallaght-Glenview,South Dublin,Eastern and Midlands,1303,76.2,77.78,9.77,81.08,1.37
359,032 Tallaght-Jobstown,South Dublin,Eastern and Midlands,13164,79.3,81.01,3.36,77.81,2.27
360,033 Tallaght-Killinardan,South Dublin,Eastern and Midlands,3584,91.62,94.15,1.12,91.39,2.71
361,034 Tallaght-Kilnamanagh,South Dublin,Eastern and Midlands,4091,92.08,94.49,1.19,91.04,2.72
362,035 Tallaght-Kiltipper,South Dublin,Eastern and Midlands,6741,83.77,86.45,2.9,83.18,2.38
363,036 Tallaght-Kingswood,South Dublin,Eastern and Midlands,3339,85.46,87.33,5.22,86.41,2.91
364,037 Tallaght-Millbrook,South Dublin,Eastern and Midlands,2957,90.35,92.09,1.44,89,1.51
365,038 Tallaght-Oldbawn,South Dublin,Eastern and Midlands,3664,82.5,85.14,5.63,84.27,4.69
366,039 Tallaght-Springfield,South Dublin,Eastern and Midlands,5810,64.06,63.74,13.18,75.79,4.36
367,040 Tallaght-Tymon,South Dublin,Eastern and Midlands,4411,90.63,92.93,0.72,88.75,4.02
368,041 Templeogue-Cypress,South Dublin,Eastern and Midlands,2525,90.93,93.84,0.29,87.21,1.2
369,042 Templeogue-Kimmage Manor,South Dublin,Eastern and Midlands,4055,88.31,92.94,0.72,85.53,1.9
370,043 Templeogue-Limekiln,South Dublin,Eastern and Midlands,3177,91.16,94.23,1.69,89.46,1.68
371,044 Templeogue-Orwell,South Dublin,Eastern and Midlands,1978,93.26,96.94,0.33,91.21,1.25
372,045 Templeogue-Osprey,South Dublin,Eastern and Midlands,2175,93.87,95.99,0.22,86.93,0.74
373,046 Templeogue Village,South Dublin,Eastern and Midlands,1694,86.12,90.8,0.51,81.44,1.95
374,047 Terenure-Cherryfield,South Dublin,Eastern and Midlands,1919,88.92,90.92,1.62,84.87,1.81
375,048 Terenure-Greentrees,South Dublin,Eastern and Midlands,2529,91.37,94.11,0.61,85.92,2.19
376,049 Terenure-St. James,South Dublin,Eastern and Midlands,2448,94.05,95.2,1.19,92.53,1.45
286,001 Airport,Fingal,Eastern and Midlands,1980,54.85,55.4,15.76,65.18,2.77
287,002 Balbriggan Rural,Fingal,Eastern and Midlands,10998,72.97,76.46,4.44,72.59,2.96
288,003 Balbriggan Urban,Fingal,Eastern and Midlands,6042,80.52,83.62,3.46,81.61,4.05
289,004 Baldoyle,Fingal,Eastern and Midlands,6046,86.4,89.05,2.64,84.14,1.75
290,005 Balgriffin,Fingal,Eastern and Midlands,1568,84.67,88.82,1.03,84.54,2.5
291,006 Ballyboghil,Fingal,Eastern and Midlands,942,93.64,94.73,0,88.23,2.78
292,007 Balscadden,Fingal,Eastern and Midlands,610,91.87,96.23,0.6,94,5.56
293,008 Blanchardstown-Abbotstown,Fingal,Eastern and Midlands,2771,57.44,59.74,8.06,71.54,2.97
294,009 Blanchardstown-Blakestown,Fingal,Eastern and Midlands,25554,71.2,73.76,4.17,71.02,3.16
295,010 Blanchardstown-Coolmine,Fingal,Eastern and Midlands,7920,73.91,76.65,3.83,73.44,2.47
296,011 Blanchardstown-Corduff,Fingal,Eastern and Midlands,3250,86.02,88.25,1.67,85.72,3.14
297,012 Blanchardstown-Delwood,Fingal,Eastern and Midlands,3643,72.82,75.13,6.24,76.74,3.12
298,013 Blanchardstown-Mulhuddart,Fingal,Eastern and Midlands,2408,62.61,66.67,6.84,66.3,4.01
299,014 Blanchardstown-Roselawn,Fingal,Eastern and Midlands,1461,87.85,92.72,0.36,85.2,2.82
300,015 Blanchardstown-Tyrrelstown,Fingal,Eastern and Midlands,1498,71.37,78.37,4,67.66,2.92
301,016 Castleknock-Knockmaroon,Fingal,Eastern and Midlands,13670,76.42,81.29,2.71,75.34,2.53
302,017 Castleknock-Park,Fingal,Eastern and Midlands,4039,80.86,86.11,3.02,83.61,2.51
